"","Apr","Aug","Dec","Feb","Jan","Jul","Jun","Mar","May","Nov","Oct","Sep","Fri","Mon","Sat","Sun","Thu","Tue","Wed","year","day","temp","visib","wdsp","prcp","fog","collisions"
"719",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,77.3,5.8,2,1,1,2.11317262891544
"720",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2014,7,70.4,6.2,3.7,1.74,1,-2.44297904580476
"721",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2014,2,71.4,10,6.7,0.14,0,-0.704447485714156
"722",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2014,1,76,10,4.1,0,0,-1.35190061843755
"723",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2014,3,79.8,9.6,4.8,0,0,0.602448652560847
"724",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2014,4,81.4,8.1,4.1,0.43,0,0.362651195996626
"725",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2014,5,78.8,9.8,4.9,0.39,0,0.0629043752913503
"726",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,75.4,9.6,2.9,0.09,0,0.242752467714516
"727",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2014,7,76.8,10,3.5,0,0,0.938165091750756
"728",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2014,2,76.2,9.8,2.1,0,0,-0.164903208444659
"729",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2014,1,75.8,9.3,4.3,0,0,-1.49577909237608
"730",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2014,3,75.7,7.2,3,0.03,0,0.0389246296349282
"731",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2014,4,75.3,4.4,2.8,0.46,1,0.278722086199149
"732",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2014,5,73.3,6.6,2.5,1.3,0,-0.152913335616448
"733",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,73.6,10,3.5,0,0,0.278722086199149
"734",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2014,7,73.4,10,3.6,0,0,0.722347380842957
"735",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2014,2,72.2,10,4.5,0,0,-1.00419430641943
"736",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2014,1,71.9,10,5.4,0,0,-1.35190061843755
"737",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2014,3,73.9,9.8,1.6,0,0,-0.0809740986471821
"738",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2014,4,77,9.9,2.3,0,0,0.278722086199149
"739",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2014,5,79.7,9.8,4.8,0,0,0.326681577511993
"740",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,75.1,8.7,4.4,0.19,0,-0.296791809554981
"741",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2014,7,73.7,10,3.5,0,0,1.07005369286108
"742",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2014,2,73.9,10,3.6,0,0,-0.356741173696036
"743",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2014,1,77,9.1,2.9,0.01,0,-1.05215379773228
"744",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2014,3,75.8,9,4.6,0.2,0,0.374641068824837
"745",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2014,4,69.6,10,5.3,0.19,0,-0.452660156321724
"746",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2014,5,70.8,10,2.8,0,0,0.494539797106948
"747",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2014,6,73.5,9.8,2.5,0,0,0.746327126499379
"748",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2014,7,75.5,7.8,3.3,0,0,1.23791191245603
"749",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014,2,70.4,8,4.7,0.36,0,-0.28480193672677
"750",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,1,69.5,7.5,2.2,0.1,0,-1.05215379773228
"751",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2014,3,75,9.4,2.9,0.02,0,0.302701831855571
"752",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014,4,78.6,10,1.4,0,0,0.506529669935159
"753",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2014,5,76.3,9.8,3.1,0,0,-0.021024734506127
"754",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2014,6,74.4,10,3.6,0,0,0.254742340542727
"755",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2014,7,73.2,10,2.7,0,0,0.446580305794104
"756",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014,2,76,10,2.5,0,0,-0.308781682383192
"757",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,1,77.5,10,2.3,0,0,-0.620518375916679
"758",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2014,3,77.5,10,2.7,0,0,0.482549924278737
"759",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014,4,74.4,9.5,4.3,0,0,-0.872305705309111
"760",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2014,5,72.5,7.5,4.9,0.7,0,0.0988739937759834
"761",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2014,6,70.9,10,4.3,0.02,0,0.734337253671168
"762",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2014,7,68,10,4.8,0,0,-0.500619647634568
"763",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014,2,70.3,10,3.4,0,0,-0.884295578137322
"764",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,1,73.6,10,3.4,0,0,-1.05215379773228
"765",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2014,3,72,10,3.7,0.01,0,0.374641068824837
"766",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014,4,72.2,9.8,3.6,0,0,-0.572558884603835
"767",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2014,5,75.1,10,1.8,0,0,-0.152913335616448
"768",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2014,6,73.9,9.7,2.8,0.04,0,0.0389246296349282
"769",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2014,7,70.6,8.1,3.5,0.37,0,0.0509145024631393
"770",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014,2,70.4,10,5,0.06,0,-1.31593099995292
"771",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,1,70.7,10,2.9,0.01,0,-1.51975883803251
"772",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2014,3,74.3,10,1.9,0,0,-0.17689308127287
"773",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2014,4,77.7,9.5,2,0,0,0.530509415591581
"774",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2014,5,78.5,9.9,2.3,0,0,-0.308781682383192
"775",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2014,6,76.4,10,4.9,0,0,0.650408143873691
"776",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2014,7,69.6,10,2.8,0,0,0.806276490640435
"777",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014,2,71.4,10,2.5,0,0,-0.644498121573101
"778",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2014,1,77,8.5,3,0,1,-0.824346213996267
"779",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2014,3,79.3,9.3,2.6,0.62,0,-2.059303115302
"780",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2014,4,83.5,9.9,3.6,0,0,1.633577715787
"781",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2014,5,79.4,10,4.6,0,0,0.194792976401672
"782",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2014,6,77.9,10,1.3,0,0,1.95730428214869
"783",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2014,7,78.2,8.9,3.1,0,0,0.998114455891811
"784",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2014,2,80.9,8.4,3.8,0,0,-0.128933589960026
"785",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2014,1,72.6,9.9,4.1,0.11,0,-1.04016392490407
"786",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2014,3,70.1,10,6.1,0,0,0.41061068730947
"787",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2014,4,68.1,10,7.1,0,0,0.338671450340204
"788",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2014,5,69.4,10,5.6,0,0,0.650408143873691
"789",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2014,6,73.9,10,4,0,0,0.662398016701902
"790",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2014,7,70.1,10,4.2,0,0,1.99327390063333
"791",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2014,2,63.9,8.6,5.2,0,0,-0.0689842258189711
"792",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2014,1,60.9,9.4,2.8,0.26,0,-0.428680410665302
"793",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2014,3,62.8,10,2.5,0,0,0.554489161248003
"794",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2014,4,63.5,8.3,1.7,0.03,0,0.590458779732636
"795",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2014,5,64.3,10,2.4,0.34,0,1.13000305700213
"796",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2014,6,65.8,10,1.8,0,0,1.03408407437644
"797",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2014,7,61.6,10,6.6,0,0,1.01010432872002
"798",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2014,2,65,9.9,3.2,0,0,0.362651195996626
"799",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2014,1,70.2,5.1,1.2,0.15,0,-0.584548757432046
"800",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2014,3,67.3,9.9,5.3,0,0,1.17796254831498
"801",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2014,4,60.1,10,2.7,0,0,0.338671450340204
"802",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2014,5,64.1,10,3.8,0,0,0.0269347568067172
"803",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2014,6,61.7,8.6,7.4,0.02,0,-0.872305705309111
"804",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2014,7,66.2,10,4.3,0.3,0,0.950154964578967
"805",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2014,2,70.7,10,2.7,0,0,0.434590432965893
"806",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2014,1,73.1,9.8,0.9,0,0,-0.620518375916679
"807",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2014,3,72.4,9.9,1.2,0,0,0.0269347568067172
"808",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2014,4,68.8,9.4,3.3,0,0,0.302701831855571
"809",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2014,5,63.2,8.4,5.2,0,0,-0.0569943529907601
"810",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2014,6,63.5,9.8,4.8,0.02,0,-0.0689842258189711
"811",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2014,7,62.9,10,3.6,0,0,1.86138529952301
"812",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014,2,64.2,7.3,5.3,0.14,1,-0.392710792180669
"813",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2014,1,53.1,10,5.7,1.04,0,-0.704447485714156
"814",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2014,3,58.6,10,3,0,0,0.902195473266123
"815",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2014,4,66.2,10,3.9,0,0,0.674387889530113
"816",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2014,5,66.7,9.5,5.4,0.1,0,0.902195473266123
"817",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2014,6,62.6,10,5.2,0.04,0,-0.776386722683422
"818",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2014,7,58.7,10,2.6,0,0,-0.272812063898559
"819",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014,2,54.9,7.8,3.7,0.14,0,-0.212862699757504
"820",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2014,1,54,9.9,2.1,0.19,0,-1.08812341621691
"821",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2014,3,58.7,9.4,2,0,0,-1.35190061843755
"822",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2014,4,67.9,7.9,3.7,0.05,0,1.59760809730236
"823",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2014,5,71.4,9,4.4,0,0,0.134843612260617
"824",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2014,6,68.8,5.2,3.4,1.68,1,0.458570178622315
"825",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2014,7,64.6,9.7,4,0.12,0,1.01010432872002
"826",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014,2,63.8,10,4.7,0,0,-0.836336086824478
"827",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2014,1,53.4,10,7.2,0,0,-0.968224687934799
"828",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2014,3,49.4,9.8,4,0,0,0.326681577511993
"829",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2014,4,60.2,10,2.7,0,0,0.51851954276337
"830",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2014,5,55.5,7.1,6.8,0.61,0,1.72949669841268
"831",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2014,6,51.4,7.1,7.3,1.23,0,0.902195473266123
"832",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2014,7,54.7,10,4,0.39,0,1.26189165811245
"833",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2014,2,58.1,10,4.3,0,0,-0.584548757432046
"834",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2014,1,58.4,9.9,6.8,0.01,0,-0.584548757432046
"835",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2014,3,56,10,5.4,0,0,0.938165091750756
"836",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2014,4,60.6,10,2.3,0,0,0.0868841209477724
"837",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2014,5,64.5,9.3,3.9,0,0,-0.0929639714753932
"838",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2014,6,52.5,9.9,3.6,0,0,0.746327126499379
"839",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2014,7,49.9,10,4.3,0,0,1.24990178528424
"840",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014,2,46.5,8.9,7.9,0.11,0,1.10602331134571
"841",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2014,1,44.1,9.9,9.4,0.29,0,-0.380720919352458
"842",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2014,3,47.6,10,6,0,0,0.734337253671168
"843",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2014,4,59.5,10,4.4,0,0,-0.308781682383192
"844",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,5,60.4,10,4.3,0,0,-0.116943717131815
"845",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,6,52,5.9,2.6,0.12,0,1.05806382003287
"846",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2014,7,49,8.5,5.3,0.25,0,0.926175218922545
"847",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014,2,41.9,10,5.3,0,0,-0.248832318242137
"848",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2014,1,50,10,3.6,0,0,-1.73557654894031
"849",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2014,3,51.9,10,1.9,0,0,-0.045004480162549
"850",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2014,4,56.4,8.9,2.9,0,0,-0.848325959652689
"851",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,5,59.5,5.7,2.4,0,1,-0.212862699757504
"852",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,6,45.1,9.9,3,0,0,1.58561822447415
"853",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2014,7,38.6,8.3,5.6,0.26,0,1.08204356568929
"854",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014,2,37.2,10,4.1,0.06,0,-0.416690537837091
"855",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2014,1,40,10,2.9,0,0,-1.61567782065819
"856",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2014,3,43.7,4.2,2.6,0.49,1,1.22592203962782
"857",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2014,4,35.4,9.9,8.5,1.08,0,1.77745618972553
"858",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,5,26.7,10,6.9,0,0,0.830256236296857
"859",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,6,38.2,10,5.7,0,0,0.854235981953279
"860",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2014,7,32.3,10,7.5,0,0,1.35781064073814
"861",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014,2,34.3,10,3.7,0,0,-0.620518375916679
"862",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2014,1,47.4,10,4,0,0,-1.66363731197104
"863",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2014,3,60.7,7.9,4,0.68,0,1.89735491800764
"864",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2014,4,60,10,4.3,0.02,0,0.422600560137681
"865",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2014,5,42.9,6.4,6.6,0.01,0,2.13715237457186
"866",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2014,6,36.3,8.6,4.5,1.23,0,-2.22716133489696
"867",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2014,7,33.5,10,5.6,0.02,0,-1.43582972823503
"868",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2014,2,31.4,10,3.1,0,0,-2.03532336964558
"869",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2014,1,47.5,10,3.3,0,0,-2.23915120772517
"870",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2014,3,55.4,9.8,5.7,0,0,0.962144837407178
"871",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014,4,39.4,9.3,8,0.09,0,0.566479034076214
"872",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,5,43.8,5.4,6.1,0.09,0,0.0629043752913503
"873",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2014,6,41.2,10,5.8,0.05,0,0.506529669935159
"874",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2014,7,38.4,9.4,6.1,0,0,1.3098511494253
"875",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,2,44.8,3,2.6,0.68,0,0.770306872155802
"876",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,1,38.2,9.1,10.4,1.09,0,-0.848325959652689
"877",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2014,3,29.2,10,8.9,0.04,0,0.182803103573461
"878",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014,4,38.2,6.3,10.4,0.53,0,0.974134710235389
"879",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,5,37.7,7,6.6,2.01,0,1.02209420154823
"880",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2014,6,34.1,8.8,7.3,0.09,0,1.26189165811245
"881",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2014,7,34.5,10,6.2,0.01,0,1.47770936902025
"882",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,2,37.5,10,8.2,0,0,0.362651195996626
"883",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,1,41,10,5.9,0,0,-1.49577909237608
"884",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2014,3,41.6,10,3,0,0,1.87337517235122
"885",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014,4,43.2,8.3,2.8,0,0,0.974134710235389
"886",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,5,47.4,6.7,4.2,0.22,0,-0.104953844303604
"887",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2014,6,40.7,10,7.8,0.02,0,0.686377762358324
"888",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2014,7,36.2,10,6.4,0,0,1.05806382003287
"889",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,2,31.7,10,4.8,0,0,-0.704447485714156
"890",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,1,32.4,9.6,3.8,0,0,-1.85547527722242
"891",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2014,3,37.4,8.5,5,0,0,0.0269347568067172
"892",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014,4,44.4,4.2,7,0.18,0,2.01725364628975
"893",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2014,5,45.5,3.3,5.7,0.05,0,-0.536589266119202
"894",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2014,7,44.9,10,5.6,0.09,0,-1.41184998257861
"895",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2014,2,47.7,10,3.5,0,0,-1.89144489570705
"896",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2014,1,49.4,9.1,5,0,0,-2.57486764691508
"897",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2014,3,41.4,10,4.8,0.1,0,-1.83149553156599
"898",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2014,4,32.5,10,4.3,0,0,-1.13608290752975
